time_s,dF_F
1.9902,0.000000
2.0002,0.000000
2.0102,0.011594
2.0202,0.000000
2.0302,0.000000
2.0402,0.004828
2.0502,0.006712
2.0602,0.000000
2.0702,0.033620
2.0802,0.028257
2.0902,0.000000
2.1002,0.028975
2.1102,0.031724
2.1202,0.000000
2.1302,0.000821
2.1402,0.000000
2.1502,0.000000
2.1602,0.000000
2.1702,0.023750
2.1802,0.007875
2.1902,0.000000
2.2002,0.000000
2.2102,0.000000
2.2202,0.000000
2.2302,0.016438
2.2402,0.000000
2.2502,0.016232
2.2602,0.003546
2.2702,0.002572
2.2802,0.018465
2.2902,0.015181
2.3002,0.000000
2.3102,0.000000
2.3202,0.000000
2.3302,0.006408
2.3402,0.024563
2.3502,0.001172
2.3602,0.030667
2.3702,0.000000
2.3802,0.000000
2.3902,0.000000
2.4002,0.000000
2.4102,0.020869
2.4202,0.000000
2.4302,0.000000
2.4402,0.020668
2.4502,0.000000
2.4602,0.019312
2.4702,0.039558
2.4802,0.001447
2.4902,0.021041
2.5002,0.043545
2.5102,0.007238
2.5202,0.000000
2.5302,0.016244
2.5402,0.021316
2.5502,0.000000
2.5602,0.000000
2.5702,0.030913
2.5802,0.000000
2.5902,0.021487
2.6002,0.004732
2.6102,0.032885
2.6202,0.000000
2.6302,0.000000
2.6402,0.015381
2.6502,0.000000
2.6602,0.002099
2.6702,0.027871
2.6802,0.000000
2.6902,0.007239
2.7002,0.021811
2.7102,0.000000
2.7202,0.000000
2.7302,0.000000
2.7402,0.000000
2.7502,0.001245
2.7602,0.000000
2.7702,0.000000
2.7802,0.008391
2.7902,0.028424
2.8002,0.005901
2.8102,0.024186
2.8202,0.028419
2.8302,0.000000
2.8402,0.004947
2.8502,0.000000
2.8602,0.000000
2.8702,0.006404
2.8802,0.000000
2.8902,0.008717
2.9002,0.000000
2.9102,0.003078
2.9202,0.000000
2.9302,0.012130
2.9402,0.000000
2.9502,0.000000
2.9602,0.020277
2.9702,0.000000
2.9802,0.001995
2.9902,0.000000
3.0003,0.009133
3.0103,0.018773
3.0203,0.015041
3.0303,0.000000
3.0403,0.021763
3.0503,0.000000
3.0603,0.000000
3.0703,0.000000
3.0803,0.018842
3.0903,0.000000
3.1003,0.016047
3.1103,0.000000
3.1203,0.000000
3.1303,0.019761
3.1403,0.000000
3.1503,0.041142
3.1603,0.000000
3.1703,0.002697
3.1803,0.027772
3.1903,0.003167
3.2003,0.021400
3.2103,0.000000
3.2203,0.000000
3.2303,0.007141
3.2403,0.019466
3.2503,0.013855
3.2603,0.012169
3.2703,0.019099
3.2803,0.008550
3.2903,0.000000
3.3003,0.025960
3.3103,0.000000
3.3203,0.005645
3.3303,0.003258
3.3403,0.000852
3.3503,0.000000
3.3603,0.000000
3.3703,0.000000
3.3803,0.014872
3.3903,0.000000
3.4003,0.000000
3.4103,0.007525
3.4203,0.000000
3.4303,0.000000
3.4403,0.001473
3.4503,0.005088
3.4603,0.000000
3.4703,0.002537
3.4803,0.007179
3.4903,0.000000
3.5003,0.003867
3.5103,0.000000
3.5203,0.002230
3.5303,0.013015
3.5403,0.000000
3.5503,0.016441
3.5603,0.014235
3.5703,0.016341
3.5803,0.007256
3.5903,0.019814
3.6003,0.006932
3.6103,0.000000
3.6203,0.000000
3.6303,0.000000
3.6403,0.000000
3.6503,0.006439
3.6603,0.000000
3.6703,0.036157
3.6803,0.000000
3.6903,0.000000
3.7003,0.000000
3.7103,0.000000
3.7203,0.000000
3.7303,0.000496
3.7403,0.000000
3.7503,0.029793
3.7603,0.000000
3.7703,0.000000
3.7803,0.014675
3.7903,0.000000
3.8003,0.009708
3.8103,0.000000
3.8203,0.000000
3.8303,0.002197
3.8403,0.000000
3.8503,0.000000
3.8603,0.002193
3.8703,0.003764
3.8803,0.000000
3.8903,0.000000
3.9003,0.003899
3.9103,0.000000
3.9203,0.000000
3.9303,0.009611
3.9403,0.000000
3.9503,0.000000
3.9603,0.000000
3.9703,0.000000
3.9803,0.000000
3.9903,0.036465
4.0003,0.010184
4.0103,0.000000
4.0203,0.012730
4.0303,0.000000
4.0403,0.000000
4.0503,0.000000
4.0603,0.036410
4.0703,0.000000
4.0803,0.005645
4.0903,0.000000
4.1003,0.013299
4.1103,0.005282
4.1203,0.022582
4.1303,0.012926
4.1403,0.000000
4.1503,0.052492
4.1603,0.009998
4.1703,0.000000
4.1803,0.003700
4.1903,0.011355
4.2004,0.010670
4.2104,0.008929
4.2204,0.017397
4.2304,0.015627
4.2404,0.000000
4.2504,0.037945
4.2604,0.035440
4.2704,0.014417
4.2804,0.000697
4.2904,0.001006
4.3004,0.000000
4.3104,0.000000
4.3204,0.000000
4.3304,0.027545
4.3404,0.021194
4.3504,0.000000
4.3604,0.016020
4.3704,0.000000
4.3804,0.000000
4.3904,0.008871
4.4004,0.000000
4.4104,0.000000
4.4204,0.001431
4.4304,0.001448
4.4404,0.000000
4.4504,0.008044
4.4604,0.019077
4.4704,0.007332
4.4804,0.000000
4.4904,0.048403
4.5004,0.000000
4.5104,0.013922
4.5204,0.004379
4.5304,0.036222
4.5404,0.006961
4.5504,0.010821
4.5604,0.009103
4.5704,0.000000
4.5804,0.000000
4.5904,0.000000
4.6004,0.017233
4.6104,0.004196
4.6204,0.000000
4.6304,0.024700
4.6404,0.000000
4.6504,0.000000
4.6604,0.000000
4.6704,0.021750
4.6804,0.000000
4.6904,0.017393
4.7004,0.000000
4.7104,0.018417
4.7204,0.000000
4.7304,0.007378
4.7404,0.004743
4.7504,0.006079
4.7604,0.030325
4.7704,0.000000
4.7804,0.000000
4.7904,0.003564
4.8004,0.000869
4.8104,0.000000
4.8204,0.000000
4.8304,0.027540
4.8404,0.000000
4.8504,0.043883
4.8604,0.009509
4.8704,0.000000
4.8804,0.009948
4.8904,0.001961
4.9004,0.024156
4.9104,0.000000
4.9204,0.000000
4.9304,0.006498
4.9404,0.015043
4.9504,0.005146
4.9604,0.012105
4.9704,0.009458
4.9804,0.000000
4.9904,0.005062
5.0004,0.023702
5.0104,0.003092
5.0204,0.000000
5.0304,0.000000
5.0404,0.010022
5.0504,0.032321
5.0604,0.000000
5.0704,0.006502
5.0804,0.000000
5.0904,0.009139
5.1004,0.010581
5.1104,0.000000
5.1204,0.011369
5.1304,0.020518
5.1404,0.000000
5.1504,0.000000
5.1604,0.025660
5.1704,0.014917
5.1804,0.010148
5.1904,0.000000
5.2004,0.017738
5.2104,0.036764
5.2204,0.000000
5.2304,0.001701
5.2404,0.000000
5.2504,0.000000
5.2604,0.000000
5.2704,0.002355
5.2804,0.000000
5.2904,0.006710
5.3004,0.000000
5.3104,0.000000
5.3204,0.000000
5.3304,0.003376
5.3404,0.000000
5.3504,0.002728
5.3604,0.000000
5.3704,0.003257
5.3804,0.000000
5.3904,0.011785
5.4005,0.000000
5.4105,0.003908
5.4205,0.000000
5.4305,0.000000
5.4405,0.000000
5.4505,0.024759
5.4605,0.009491
5.4705,0.002338
5.4805,0.000000
5.4905,0.000000
5.5005,0.004980
5.5105,0.012612
5.5205,0.003762
5.5305,0.030772
5.5405,0.000000
5.5505,0.003229
5.5605,0.000000
5.5705,0.003799
5.5805,0.026449
5.5905,0.000000
5.6005,0.015158
5.6105,0.025939
5.6205,0.000000
5.6305,0.008405
5.6405,0.028433
5.6505,0.004149
5.6605,0.014161
5.6705,0.000000
5.6805,0.010748
5.6905,0.009310
5.7005,0.000000
5.7105,0.000000
5.7205,0.010872
5.7305,0.000000
5.7405,0.020015
5.7505,0.005593
5.7605,0.001016
5.7705,0.000000
5.7805,0.005268
5.7905,0.014453
5.8005,0.009609
5.8105,0.000000
5.8205,0.022310
5.8305,0.011838
5.8405,0.006934
5.8505,0.001651
5.8605,0.009001
5.8705,0.000000
5.8805,0.004344
5.8905,0.029523
5.9005,0.003960
5.9105,0.001503
5.9205,0.000000
5.9305,0.008869
5.9405,0.000000
5.9505,0.023567
5.9605,0.000000
5.9705,0.000000
5.9805,0.000000
5.9905,0.033022
6.0005,0.000000
6.0105,0.000000
6.0205,0.000000
6.0305,0.000000
6.0405,0.009502
6.0505,0.009430
6.0605,0.000000
6.0705,0.000000
6.0805,0.033478
6.0905,0.048535
6.1005,0.020696
6.1105,0.028067
6.1205,0.031886
6.1305,0.039862
6.1405,0.000000
6.1505,0.000000
6.1605,0.033003
6.1705,0.000000
6.1805,0.000000
6.1905,0.000000
6.2005,0.000000
6.2105,0.000000
6.2205,0.000000
6.2305,0.000000
6.2405,0.000000
6.2505,0.019123
6.2605,0.000120
6.2705,0.010386
6.2805,0.008416
6.2905,0.000000
6.3005,0.017786
6.3105,0.008139
6.3205,0.000000
6.3305,0.000000
6.3405,0.009372
6.3505,0.000000
6.3605,0.006845
6.3705,0.001420
6.3805,0.000000
6.3905,0.004651
6.4005,0.003444
6.4105,0.003509
6.4205,0.002646
6.4305,0.000000
6.4405,0.010649
6.4505,0.000000
6.4605,0.000000
6.4705,0.012143
6.4805,0.016856
6.4905,0.010912
6.5005,0.000000
6.5105,0.000000
6.5205,0.026670
6.5305,0.000000
6.5405,0.010549
6.5505,0.037984
6.5605,0.002690
6.5705,0.005242
6.5805,0.006828
6.5905,0.003567
6.6006,0.042311
6.6106,0.000000
6.6206,0.000000
6.6306,0.000000
6.6406,0.031335
6.6506,0.000000
6.6606,0.007745
6.6706,0.019278
6.6806,0.014022
6.6906,0.018325
6.7006,0.025524
6.7106,0.005548
6.7206,0.000000
6.7306,0.002650
6.7406,0.000000
6.7506,0.045388
6.7606,0.000000
6.7706,0.008697
6.7806,0.000000
6.7906,0.002391
6.8006,0.000000
6.8106,0.012162
6.8206,0.012632
6.8306,0.025506
6.8406,0.024076
6.8506,0.000000
6.8606,0.000000
6.8706,0.000000
6.8806,0.005449
6.8906,0.002840
6.9006,0.004643
6.9106,0.000000
6.9206,0.025870
6.9306,0.000000
6.9406,0.000000
6.9506,0.000000
6.9606,0.000000
6.9706,0.022438
6.9806,0.000000
6.9906,0.001827
7.0006,0.011956
7.0106,0.000000
7.0206,0.006887
7.0306,0.004514
7.0406,0.000000
7.0506,0.000000
7.0606,0.006383
7.0706,0.023079
7.0806,0.023063
7.0906,0.037719
7.1006,0.008738
7.1106,0.000000
7.1206,0.000000
7.1306,0.000000
7.1406,0.000000
7.1506,0.006893
7.1606,0.007731
7.1706,0.000000
7.1806,0.019587
7.1906,0.000000
7.2006,0.000000
7.2106,0.020688
7.2206,0.010933
7.2306,0.000000
7.2406,0.035439
7.2506,0.000000
7.2606,0.000000
7.2706,0.008149
7.2806,0.000000
7.2906,0.000000
7.3006,0.011210
7.3106,0.000000
7.3206,0.010451
7.3306,0.000000
7.3406,0.015453
7.3506,0.000000
7.3606,0.023735
7.3706,0.000000
7.3806,0.027561
7.3906,0.000000
7.4006,0.034646
7.4106,0.000000
7.4206,0.000000
7.4306,0.000776
7.4406,0.022212
7.4506,0.014234
7.4606,0.020933
7.4706,0.014589
7.4806,0.000000
7.4906,0.013796
7.5006,0.001671
7.5106,0.000000
7.5206,0.003228
7.5306,0.000000
7.5406,0.025488
7.5506,0.000000
7.5606,0.000000
7.5706,0.000000
7.5806,0.034143
7.5906,0.000000
7.6006,0.023343
7.6106,0.000000
7.6206,0.009119
7.6306,0.004725
7.6406,0.022201
7.6506,0.019591
7.6606,0.001474
7.6706,0.000000
7.6806,0.029249
7.6906,0.000000
7.7006,0.000000
7.7106,0.000000
7.7206,0.000000
7.7306,0.010723
7.7406,0.039860
7.7506,0.000000
7.7606,0.000000
7.7706,0.001602
7.7806,0.027819
7.7906,0.000000
7.8007,0.010634
7.8107,0.000000
7.8207,0.046929
7.8307,0.002602
7.8407,0.006402
7.8507,0.001517
7.8607,0.000000
7.8707,0.017098
7.8807,0.000000
7.8907,0.000000
7.9007,0.000000
7.9107,0.014680
7.9207,0.000000
7.9307,0.003357
7.9407,0.000000
7.9507,0.019128
7.9607,0.011734
7.9707,0.000355
7.9807,0.003037
7.9907,0.000000
8.0007,0.000000
8.0107,0.000000
8.0207,0.009247
8.0307,0.010159
8.0407,0.000000
8.0507,0.013417
8.0607,0.025574
8.0707,0.000000
8.0807,0.005574
8.0907,0.000000
8.1007,0.000000
8.1107,0.003052
8.1207,0.030659
8.1307,0.016475
8.1407,0.014853
8.1507,0.000000
8.1607,0.000000
8.1707,0.007012
8.1807,0.022387
8.1907,0.031021
8.2007,0.000000
8.2107,0.044035
8.2207,0.007506
8.2307,0.016361
8.2407,0.000000
8.2507,0.000000
8.2607,0.014811
8.2707,0.000000
8.2807,0.000000
8.2907,0.006039
8.3007,0.000000
8.3107,0.025944
8.3207,0.000000
8.3307,0.000000
8.3407,0.012558
8.3507,0.018603
8.3607,0.000000
8.3707,0.017001
8.3807,0.000000
8.3907,0.000297
8.4007,0.012074
8.4107,0.015212
8.4207,0.005730
8.4307,0.000000
8.4407,0.000000
8.4507,0.000000
8.4607,0.017483
8.4707,0.008095
8.4807,0.004357
8.4907,0.000000
8.5007,0.005564
8.5107,0.000000
8.5207,0.014044
8.5307,0.015234
8.5407,0.000000
8.5507,0.007866
8.5607,0.000000
8.5707,0.003241
8.5807,0.000000
8.5907,0.022666
8.6007,0.000000
8.6107,0.015636
8.6207,0.000000
8.6307,0.000000
8.6407,0.000000
8.6507,0.003542
8.6607,0.002715
8.6707,0.002987
8.6807,0.000000
8.6907,0.000000
8.7007,0.000000
8.7107,0.000000
8.7207,0.000000
8.7307,0.000000
8.7407,0.019437
8.7507,0.000000
8.7607,0.005238
8.7707,0.038187
8.7807,0.000000
8.7907,0.000000
8.8007,0.007674
8.8107,0.009081
8.8207,0.000000
8.8307,0.000000
8.8407,0.011749
8.8507,0.000000
8.8607,0.014980
8.8707,0.000000
8.8807,0.000056
8.8907,0.000000
8.9007,0.025756
8.9107,0.004482
8.9207,0.000000
8.9307,0.000000
8.9407,0.000000
8.9507,0.043145
8.9607,0.000000
8.9707,0.019492
8.9807,0.010226
8.9907,0.027717
9.0008,0.011323
9.0108,0.000061
9.0208,0.018360
9.0308,0.004136
9.0408,0.013589
9.0508,0.025708
9.0608,0.001665
9.0708,0.000000
9.0808,0.000000
9.0908,0.008110
9.1008,0.000000
9.1108,0.000000
9.1208,0.000000
9.1308,0.009150
9.1408,0.000000
9.1508,0.000000
9.1608,0.000000
9.1708,0.000000
9.1808,0.000000
9.1908,0.004526
9.2008,0.000000
9.2108,0.006666
9.2208,0.008111
9.2308,0.013329
9.2408,0.000000
9.2508,0.000000
9.2608,0.009988
9.2708,0.003805
9.2808,0.017585
9.2908,0.000000
9.3008,0.000000
9.3108,0.000000
9.3208,0.002998
9.3308,0.000646
9.3408,0.008443
9.3508,0.000000
9.3608,0.024702
9.3708,0.030442
9.3808,0.000000
9.3908,0.000812
9.4008,0.014364
9.4108,0.010536
9.4208,0.000000
9.4308,0.004588
9.4408,0.000000
9.4508,0.000000
9.4608,0.000000
9.4708,0.009144
9.4808,0.000000
9.4908,0.002935
9.5008,0.005746
9.5108,0.001366
9.5208,0.000000
9.5308,0.000000
9.5408,0.021259
9.5508,0.000000
9.5608,0.000386
9.5708,0.000000
9.5808,0.018368
9.5908,0.001401
9.6008,0.000000
9.6108,0.000128
9.6208,0.000000
9.6308,0.025066
9.6408,0.000000
9.6508,0.000000
9.6608,0.008975
9.6708,0.032150
9.6808,0.021545
9.6908,0.000000
9.7008,0.000000
9.7108,0.000000
9.7208,0.000000
9.7308,0.006857
9.7408,0.000000
9.7508,0.000000
9.7608,0.017132
9.7708,0.000000
9.7808,0.000000
9.7908,0.000000
9.8008,0.011020
9.8108,0.001916
9.8208,0.015903
9.8308,0.000000
9.8408,0.000000
9.8508,0.000000
9.8608,0.000000
9.8708,0.003764
9.8808,0.000000
9.8908,0.008617
9.9008,0.000000
9.9108,0.000000
9.9208,0.021127
9.9308,0.000000
9.9408,0.005805
9.9508,0.005737
9.9608,0.000000
9.9708,0.000000
9.9808,0.021979
9.9908,0.035333
10.0008,0.019165
10.0108,0.033946
10.0208,0.000000
10.0308,0.000000
10.0408,0.000000
10.0508,0.014487
10.0608,0.000000
10.0708,0.000000
10.0808,0.000000
10.0908,0.006418
10.1008,0.004097
10.1108,0.000000
10.1208,0.003237
10.1308,0.000000
10.1408,0.000000
10.1508,0.000000
10.1608,0.000000
10.1708,0.000000
10.1808,0.012427
10.1908,0.000000
10.2009,0.000000
10.2109,0.031826
10.2209,0.006899
10.2309,0.000000
10.2409,0.000000
10.2509,0.000000
10.2609,0.000000
10.2709,0.005537
10.2809,0.000000
10.2909,0.000000
10.3009,0.000000
10.3109,0.000000
10.3209,0.000779
10.3309,0.003279
10.3409,0.000000
10.3509,0.009903
10.3609,0.000000
10.3709,0.000000
10.3809,0.000000
10.3909,0.005123
10.4009,0.001366
10.4109,0.000000
10.4209,0.000000
10.4309,0.000000
10.4409,0.005058
10.4509,0.005726
10.4609,0.000000
10.4709,0.013746
10.4809,0.009415
10.4909,0.000000
10.5009,0.000000
10.5109,0.000000
10.5209,0.000000
10.5309,0.003744
10.5409,0.021304
10.5509,0.025588
10.5609,0.000000
10.5709,0.020352
10.5809,0.029160
10.5909,0.016041
10.6009,0.091061
10.6109,0.130629
10.6209,0.203760
10.6309,0.210005
10.6409,0.278845
10.6509,0.250708
10.6609,0.211126
10.6709,0.212321
10.6809,0.235542
10.6909,0.191167
10.7009,0.197516
10.7109,0.184057
10.7209,0.148800
10.7309,0.122499
10.7409,0.114192
10.7509,0.150965
10.7609,0.118051
10.7709,0.075159
10.7809,0.112976
10.7909,0.057931
10.8009,0.067871
10.8109,0.077348
10.8209,0.114873
10.8309,0.078271
10.8409,0.049414
10.8509,0.053533
10.8609,0.064896
10.8709,0.069622
10.8809,0.035604
10.8909,0.032485
10.9009,0.018141
10.9109,0.041999
10.9209,0.045700
10.9309,0.000000
10.9409,0.015215
10.9509,0.000000
10.9609,0.021030
10.9709,0.000000
10.9809,0.000000
10.9909,0.033752
11.0009,0.009239
11.0109,0.009955
11.0209,0.017730
11.0309,0.026463
11.0409,0.000574
11.0509,0.000180
11.0609,0.000000
11.0709,0.025414
11.0809,0.004134
11.0909,0.000000
11.1009,0.011390
11.1109,0.036886
11.1209,0.004872
11.1309,0.000000
11.1409,0.037843
11.1509,0.026520
11.1609,0.023654
11.1709,0.000000
11.1809,0.000000
11.1909,0.000000
11.2009,0.018899
11.2109,0.002764
11.2209,0.000000
11.2309,0.022750
11.2409,0.000000
11.2509,0.000000
11.2609,0.000000
11.2709,0.009593
11.2809,0.009692
11.2909,0.000000
11.3009,0.000000
11.3109,0.047758
11.3209,0.000000
11.3309,0.000000
11.3409,0.013100
11.3509,0.000000
11.3609,0.000000
11.3709,0.020623
11.3809,0.011124
11.3909,0.008922
11.4010,0.003460
11.4110,0.000000
11.4210,0.000000
11.4310,0.000000
11.4410,0.015354
11.4510,0.007776
11.4610,0.000000
11.4710,0.014301
11.4810,0.000000
11.4910,0.000000
11.5010,0.000000
11.5110,0.000000
11.5210,0.034731
11.5310,0.000000
11.5410,0.000000
11.5510,0.009226
11.5610,0.000000
11.5710,0.002831
11.5810,0.025760
11.5910,0.011809
11.6010,0.000000
11.6110,0.000000
11.6210,0.009569
11.6310,0.011446
11.6410,0.000388
11.6510,0.006504
11.6610,0.006521
11.6710,0.000000
11.6810,0.000000
11.6910,0.013376
11.7010,0.005260
11.7110,0.000000
11.7210,0.000000
11.7310,0.000000
11.7410,0.000000
11.7510,0.021676
11.7610,0.057646
11.7710,0.000000
11.7810,0.005483
11.7910,0.001256
11.8010,0.000000
11.8110,0.009775
11.8210,0.002698
11.8310,0.000000
11.8410,0.000528
11.8510,0.010020
11.8610,0.008308
11.8710,0.003397
11.8810,0.000000
11.8910,0.050746
11.9010,0.006472
11.9110,0.013725
11.9210,0.000000
11.9310,0.003413
11.9410,0.003270
11.9510,0.000000
11.9610,0.000000
11.9710,0.000000
11.9810,0.000000
11.9910,0.000000
12.0010,0.000790
12.0110,0.025153
12.0210,0.002349
12.0310,0.000000
12.0410,0.000000
12.0510,0.000000
12.0610,0.000000
12.0710,0.005480
12.0810,0.024356
12.0910,0.000000
12.1010,0.001371
12.1110,0.000000
12.1210,0.000000
12.1310,0.003412
12.1410,0.000000
12.1510,0.000000
12.1610,0.000000
12.1710,0.001163
12.1810,0.019206
12.1910,0.012732
12.2010,0.026856
12.2110,0.000000
12.2210,0.015315
12.2310,0.000000
12.2410,0.012767
12.2510,0.029595
12.2610,0.008971
12.2710,0.029913
12.2810,0.000000
12.2910,0.000000
12.3010,0.000000
12.3110,0.000626
12.3210,0.004854
12.3310,0.000469
12.3410,0.000000
12.3510,0.000000
12.3610,0.006213
12.3710,0.000000
12.3810,0.000000
12.3910,0.000000
12.4010,0.000000
12.4110,0.000000
12.4210,0.000000
12.4310,0.000000
12.4410,0.000000
12.4510,0.000000
12.4610,0.039442
12.4710,0.000000
12.4810,0.021766
12.4910,0.000000
12.5010,0.000000
12.5110,0.010576
12.5210,0.000000
12.5310,0.000000
12.5410,0.032217
12.5510,0.000000
12.5610,0.000000
12.5710,0.003421
12.5810,0.025344
12.5910,0.000000
12.6011,0.047898
12.6111,0.013664
12.6211,0.000000
12.6311,0.000000
12.6411,0.004265
12.6511,0.000000
12.6611,0.009861
12.6711,0.000000
12.6811,0.000000
12.6911,0.000000
12.7011,0.015334
12.7111,0.000000
12.7211,0.018815
12.7311,0.019342
12.7411,0.000000
12.7511,0.000000
12.7611,0.010006
12.7711,0.000000
12.7811,0.000000
12.7911,0.034365
12.8011,0.000000
12.8111,0.000000
12.8211,0.005131
12.8311,0.000000
12.8411,0.026751
12.8511,0.000000
12.8611,0.000000
12.8711,0.006034
12.8811,0.003591
12.8911,0.004141
12.9011,0.004895
12.9111,0.002963
12.9211,0.000000
12.9311,0.014988
12.9411,0.000000
12.9511,0.014478
12.9611,0.024980
12.9711,0.000000
12.9811,0.043281
12.9911,0.000000
13.0011,0.000000
13.0111,0.009720
13.0211,0.007948
13.0311,0.001293
13.0411,0.014729
13.0511,0.004547
13.0611,0.037183
13.0711,0.000000
13.0811,0.000000
13.0911,0.000000
13.1011,0.008484
13.1111,0.008747
13.1211,0.003717
13.1311,0.000000
13.1411,0.019956
13.1511,0.034866
13.1611,0.000526
13.1711,0.032591
13.1811,0.015593
13.1911,0.039936
13.2011,0.008508
13.2111,0.002459
13.2211,0.015163
13.2311,0.000000
13.2411,0.007328
13.2511,0.023953
13.2611,0.014751
13.2711,0.000000
13.2811,0.003607
13.2911,0.013638
13.3011,0.013040
13.3111,0.013501
13.3211,0.006110
13.3311,0.000000
13.3411,0.000000
13.3511,0.008301
13.3611,0.014966
13.3711,0.012635
13.3811,0.000000
13.3911,0.000000
13.4011,0.000000
13.4111,0.000000
13.4211,0.001467
13.4311,0.024447
13.4411,0.001796
13.4511,0.034346
13.4611,0.000000
13.4711,0.000562
13.4811,0.000000
13.4911,0.000000
13.5011,0.000000
13.5111,0.000000
13.5211,0.000000
13.5311,0.001535
13.5411,0.000000
13.5511,0.000000
13.5611,0.007378
13.5711,0.000000
13.5811,0.001459
13.5911,0.015265
13.6011,0.016822
13.6111,0.009298
13.6211,0.000000
13.6311,0.000000
13.6411,0.000000
13.6511,0.029762
13.6611,0.004915
13.6711,0.000000
13.6811,0.010146
13.6911,0.000895
13.7011,0.004064
13.7111,0.000000
13.7211,0.000000
13.7311,0.017928
13.7411,0.000000
13.7511,0.008615
13.7611,0.000000
13.7711,0.000000
13.7811,0.000000
13.7911,0.000000
13.8012,0.001827
13.8112,0.013320
13.8212,0.014544
13.8312,0.000000
13.8412,0.006795
13.8512,0.013114
13.8612,0.003941
13.8712,0.009044
13.8812,0.000000
13.8912,0.000000
13.9012,0.024589
13.9112,0.000000
13.9212,0.040016
13.9312,0.000000
13.9412,0.028148
13.9512,0.000000
13.9612,0.015524
13.9712,0.000000
